iter	RMSE
516	0.2948863585
517	0.294664824
518	0.2944232486
519	0.2942305764
520	0.2940045403
521	0.2937688251
522	0.2936012591
523	0.2933345387
524	0.2931004333
525	0.2929591237
526	0.2927080792
527	0.2925536792
528	0.2923149643
529	0.2920894692
530	0.2918383614
531	0.2914808895
532	0.2911855681
533	0.2910434643
534	0.2907069375
535	0.2902615858
536	0.2900649254
537	0.2898085357
538	0.2895030539
539	0.2892908265
540	0.2890183935
541	0.2887710079
542	0.2885840103
543	0.2884036667
544	0.2882554717
545	0.288040334
546	0.2877663955
547	0.2875714516
548	0.287338405
549	0.2870396453
550	0.286781965
551	0.2866049364
552	0.2863956803
553	0.2861380482
554	0.2858396859
555	0.2856465286
556	0.2854727368
557	0.2851912881
558	0.2849251142
559	0.2847648462
560	0.2845757841
561	0.2843699292
562	0.2841981663
563	0.2838815813
564	0.2837395232
565	0.2836295222
566	0.2834184828
567	0.2831619059
568	0.2829022651
569	0.282695971
570	0.2824942819
571	0.282303511
572	0.2819067409
573	0.2814895025
574	0.2813164222
575	0.2810007849
576	0.2807665871
577	0.2805008308
578	0.2803383871
579	0.2800849943
580	0.2797828449
581	0.2795057082
582	0.279269638
583	0.2789029646
584	0.2786541825
585	0.2784954208
586	0.2781708341
587	0.2779978306
588	0.2778553013
589	0.2777213937
590	0.2775673945
591	0.2774414493
592	0.2772938543
593	0.2770777676
594	0.2767484891
595	0.2765143401
596	0.2763951896
597	0.2762240618
598	0.2760181023
599	0.2758194017
600	0.2756553275
601	0.2752667724
602	0.275041981
603	0.2748335037
604	0.2745458757
605	0.2743697819
606	0.2741291139
607	0.2737339204
608	0.2734869046
609	0.2732935208
610	0.2730902658
611	0.272801027
612	0.2727145999
613	0.2724723514
614	0.2723060994
615	0.2721393785
616	0.271836891
617	0.2716954178
618	0.2715728776
619	0.2714196904
620	0.2712089109
621	0.2710217962
622	0.2706969933
623	0.2703699783
624	0.2702394225
625	0.2700533954
626	0.2698344405
627	0.2696855491
628	0.2694599118
629	0.2691082829
630	0.2689264172
631	0.2687362975
632	0.2685302933
633	0.2684025599
634	0.2681995012
635	0.2680622375
636	0.2679416504
637	0.2677323063
638	0.2675554632
639	0.267445391
640	0.2672881021
641	0.2670464124
642	0.2669694313
643	0.2668583504
644	0.2666545212
645	0.2663605348
646	0.2661670055
647	0.2658270686
648	0.2656213607
649	0.2653780849
650	0.2650812488
651	0.2648514332
652	0.2646594443
653	0.2644345842
654	0.2642539301
655	0.2641092202
656	0.2639136471
657	0.2637686477
658	0.2636626234
659	0.2634721773
660	0.2632054446
661	0.2629916797
662	0.2627154042
663	0.2624102967
664	0.2621689843
665	0.2619924207
666	0.2618488214
667	0.2615693164
668	0.2614299486
669	0.2611216984
670	0.2610032632
671	0.2607669986
672	0.2605102748
673	0.2602794889
674	0.2601241585
675	0.2599881036
676	0.259894792
677	0.2595932315
678	0.2594687755
679	0.2593439014
680	0.2591344863
681	0.2589943522
682	0.258685361
683	0.2585421533
684	0.2583410606
685	0.2581867954
686	0.2579968238
687	0.2578259885
688	0.2576548074
689	0.2575196768
690	0.2574042817
691	0.2572814491
692	0.2571229649
693	0.256980969
694	0.2568837859
695	0.2567278898
696	0.2564843255
697	0.2563586603
698	0.2562369749
699	0.2560953753
700	0.2559245541
701	0.2557665906
702	0.2556106218
703	0.2554786126
704	0.2553386093
705	0.2551303716
706	0.2550094757
707	0.2548130734
708	0.2545931616
709	0.2544164319
710	0.2541307957
711	0.2539233019
712	0.2537516142
713	0.2536180333
714	0.2535156783
715	0.2534117862
716	0.2531414919
717	0.2529251085
718	0.252627486
719	0.2524187602
720	0.2522267548
721	0.2520944413
722	0.2519253051
723	0.2518436261
724	0.2516928393
725	0.2514938183
726	0.2513307704
727	0.2509912918
728	0.2507636392
729	0.250548737
730	0.2503758977
731	0.2501643865
732	0.249930244
733	0.2497911974
734	0.2496506385
735	0.2494816906
736	0.2493517343
737	0.2491173811
738	0.2489931176
739	0.2488216884
740	0.2486795915
741	0.2485279961
742	0.2483809628
743	0.2482189409
744	0.2480861284
745	0.247863692
746	0.247684799
747	0.2475550079
748	0.2472970879
749	0.2471646777
750	0.2469177866
751	0.2467590696
752	0.2465332561
753	0.2462993247
754	0.2461254628
755	0.2459581917
756	0.2457741617
757	0.2456495286
758	0.2455090449
759	0.2453255019
760	0.2451844767
761	0.2449456393
762	0.2448348461
763	0.2445337672
764	0.2443691421
765	0.244186195
766	0.2440338181
767	0.2438202783
768	0.2436463839
769	0.2435880497
770	0.2433427684
771	0.2431215868
772	0.2429409467
773	0.2427338664
774	0.2426569824
775	0.242517673
776	0.2423532437
777	0.2422334879
778	0.2419946424
779	0.2417428198
780	0.2415253415
781	0.241239777
782	0.2409339421
783	0.2408406364
784	0.2405849316
785	0.2405054183
786	0.2404220104
787	0.2403083313
788	0.2401278913
789	0.2399396711
790	0.2398394037
791	0.2397493725
792	0.2395245273
793	0.2394371893
794	0.239190763
795	0.239052651
796	0.2389352358
797	0.2387936535
798	0.2386397282
799	0.238513613
800	0.2384077165
801	0.2383048666
802	0.2381663375
803	0.2380247389
804	0.23783651
805	0.2376589337
806	0.2375642377
807	0.2374058049
808	0.2372503885
809	0.2370242234
810	0.2368979966
811	0.2368127532
812	0.2365633806
813	0.2363671709
814	0.2361514307
815	0.2359833057
816	0.2358544436
817	0.2355468889
818	0.2353767384
819	0.2352231702
820	0.2350979679
821	0.2350162343
822	0.2348892667
823	0.2346638858
824	0.2344642429
825	0.2343434137
826	0.2341974233
827	0.2340729373
828	0.2339469362
829	0.2337694968
830	0.2335834562
831	0.2333941715
832	0.23322109
833	0.2330294323
834	0.23281587
835	0.2326436439
836	0.2325268931
837	0.2323124555
838	0.2320842951
839	0.23168459
840	0.2315535209
841	0.2314015565
842	0.2312345032
843	0.231126769
844	0.2310342957
845	0.2309467204
846	0.2308297921
847	0.2307435982
848	0.2305058568
849	0.2303390396
850	0.2301285993
851	0.2299772032
852	0.2298557007
853	0.2296259336
854	0.2294905221
855	0.2293937544
856	0.2292116083
857	0.2290706791
858	0.2289229627
859	0.2286800499
860	0.2285376321
861	0.2284091344
862	0.2282484059
863	0.2281656969
864	0.2279845442
865	0.2278282632
866	0.2276553295
867	0.2275724944
868	0.2274784163
869	0.2274012764
870	0.2272369032
871	0.2270348426
872	0.2269478928
873	0.2268700023
874	0.2267811014
875	0.2266894536
876	0.2264246884
877	0.2262720594
878	0.2261032097
879	0.2259353609
880	0.2258511345
881	0.2257684696
882	0.225638209
883	0.2255340736
884	0.2253511714
885	0.2251756766
886	0.2250091681
887	0.2248830429
888	0.2247023159
889	0.2245805659
890	0.2244664656
891	0.2242555158
892	0.2241218858
893	0.2240455752
894	0.2239953576
895	0.2238246982
896	0.2237381434
897	0.2236275344
898	0.2235118088
899	0.2234023473
900	0.2231486746
901	0.2230047661
902	0.2228992768
903	0.222750067
904	0.2226862383
905	0.2225342556
906	0.2223793885
907	0.2221485721
908	0.2219698323
909	0.2218713786
910	0.2217458355
911	0.2215932862
912	0.2214166019
913	0.2212230131
914	0.2210487017
915	0.2207948602
916	0.2206332826
917	0.2205066858
918	0.2204094792
919	0.2202873288
920	0.2200440012
921	0.2198601713
922	0.219736552
923	0.2195305762
924	0.2194055195
925	0.2192828707
926	0.2190753442
927	0.2189987862
928	0.2188680748
929	0.2187106443
930	0.2185345498
931	0.21833879
932	0.2181403157
933	0.2180183076
934	0.2177872244
935	0.2176548691
936	0.2174680537
937	0.2172688647
938	0.2171425933
939	0.2169860805
940	0.2168167452
941	0.216720556
942	0.2165263959
943	0.2163454942
944	0.2162225743
945	0.2160847662
946	0.2159219276
947	0.2157898003
948	0.2156485354
949	0.2154666069
950	0.2153387578
951	0.2152380909
952	0.2151754165
953	0.2150408996
954	0.2149145036
955	0.2146920373
956	0.2146072874
957	0.2144656242
958	0.2143850391
959	0.2142342634
960	0.2140176815
961	0.2138243351
962	0.2136455389
963	0.2135649513
964	0.2133960715
965	0.2132100517
966	0.2130993561
967	0.2129229935
968	0.212783471
969	0.2126037095
970	0.2125113375
971	0.2123437895
972	0.2122164065
973	0.2120808928
974	0.2120511594
975	0.2119357409
976	0.2117144186
977	0.2116158858
978	0.2114393327
979	0.2113085935
980	0.2111710959
981	0.2110825776
982	0.2109196455
983	0.2107435023
984	0.2106592173
985	0.210520136
986	0.2103828698
987	0.2102298526
988	0.2101210645
989	0.209943327
990	0.2098668567
991	0.2097465394
992	0.2096979818
993	0.2095392267
994	0.2094168884
995	0.2093212774
996	0.2091547837
997	0.2090704311
998	0.2089696643
999	0.208881349
